<ID|readonly|noverify>;<Chinese>;<max_chars>;;;;;;;;;;;;;;;;;;;
cn_m24_chaffee_1;␗\tM24 轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m24_chaffee_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m36_shop;␗\tM36 火\t炮\t运\t载\t车;;;;;;;;;;;;;;;;;;;;
cn_m36_0;␗\t90 毫\t米\t火\t炮\t机\t动\t式\t运\t载\t车 M36;;;;;;;;;;;;;;;;;;;;
cn_m36_1;␗\tM36 火\t炮\t运\t载\t车;;;;;;;;;;;;;;;;;;;;
cn_m36_2;坦\t克\t歼\t击\t车;;;;;;;;;;;;;;;;;;;;
cn_m10_shop;␗\tM10 火\t炮\t运\t载\t车;;;;;;;;;;;;;;;;;;;;
cn_m10_0;␗\t3 英\t寸\t火\t炮\t机\t动\t式\t运\t载\t车 M10;;;;;;;;;;;;;;;;;;;;
cn_m10_1;␗\tM10 火\t炮\t运\t载\t车;;;;;;;;;;;;;;;;;;;;
cn_m10_2;坦\t克\t歼\t击\t车;;;;;;;;;;;;;;;;;;;;
cn_m18_hellcat_shop;␗\tM18\t“地\t狱\t猫”;;;;;;;;;;;;;;;;;;;;
cn_m18_hellcat_0;␗\t76 毫\t米\t火\t炮\t机\t动\t式\t运\t载\t车 M18;;;;;;;;;;;;;;;;;;;;
cn_m18_hellcat_1;␗\tM18\t“地\t狱\t猫”;;;;;;;;;;;;;;;;;;;;
cn_m18_hellcat_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m8_greyhound_shop;␗\tM8\t“灰\t狗”;;;;;;;;;;;;;;;;;;;;
cn_m8_greyhound_0;␗\tM8 轻\t型\t装\t甲\t车;;;;;;;;;;;;;;;;;;;;
cn_m8_greyhound_1;␗\tM8 轻\t型\t装\t甲\t车;;;;;;;;;;;;;;;;;;;;
cn_m8_greyhound_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m4a1_76w_sherman_shop;␗\tM4A1(75)W\t“谢\t尔\t曼”;;;;;;;;;;;;;;;;;;;;
cn_m4a1_76w_sherman_0;␗\tM4A1(75)W 中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m4a1_76w_sherman_1;␗\tM4A1 中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m4a1_76w_sherman_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m113a1_tow_shop;␗\tM113A1/\t“陶”\t式;;;;;;;;;;;;;;;;;;;;
cn_m113a1_tow_0;␗\t自\t行\t“陶”\t式\t导\t弹\t设\t备\t运\t载\t车 M113A1;;;;;;;;;;;;;;;;;;;;
cn_m113a1_tow_1;␗\tM113A1/\t“陶”\t式;;;;;;;;;;;;;;;;;;;;
cn_m113a1_tow_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_m60a3_tts_shop;␗\tM60A3 TTS;;;;;;;;;;;;;;;;;;;;
cn_m60a3_tts_0;␗\t105 毫\t米\t火\t炮\t履\t带\t式\t战\t斗\t坦\t克 M60A3 TTS\t（坦\t克\t用\t热\t成\t像\t观\t瞄\t设\t备）;;;;;;;;;;;;;;;;;;;;
cn_m60a3_tts_1;␗\tM60A3 TTS;;;;;;;;;;;;;;;;;;;;
cn_m60a3_tts_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_plz_83_130_shop;PLZ83/130 毫\t米;;;;;;;;;;;;;;;;;;;;
cn_plz_83_130_0;PLZ1983 式 130 毫\t米\t自\t行\t加\t榴\t炮;;;;;;;;;;;;;;;;;;;;
cn_plz_83_130_1;PLZ83/130 毫\t米;;;;;;;;;;;;;;;;;;;;
cn_plz_83_130_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_plz_83_shop;PLZ83;;;;;;;;;;;;;;;;;;;;
cn_plz_83_0;PLZ1983 式 152 毫\t米\t自\t行\t加\t榴\t炮 (WZ321);;;;;;;;;;;;;;;;;;;;
cn_plz_83_1;PLZ83;;;;;;;;;;;;;;;;;;;;
cn_plz_83_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_ptz_89_shop;PTZ89;;;;;;;;;;;;;;;;;;;;
cn_ptz_89_0;PTZ1989 式 120 毫\t米\t履\t带\t式\t自\t行\t反\t坦\t克\t炮 (WZ371);;;;;;;;;;;;;;;;;;;;
cn_ptz_89_1;PTZ89;;;;;;;;;;;;;;;;;;;;
cn_ptz_89_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_plz_05_shop;PLZ05;;;;;;;;;;;;;;;;;;;;
cn_plz_05_0;PLZ2005 式 155 毫\t米\t自\t行\t加\t榴\t炮;;;;;;;;;;;;;;;;;;;;
cn_plz_05_1;PLZ05;;;;;;;;;;;;;;;;;;;;
cn_plz_05_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_hj_9_shop;ZSL02B/\t“红\t箭”\t-9;;;;;;;;;;;;;;;;;;;;
cn_hj_9_0;ZSL2002B 反\t坦\t克\t导\t弹\t武\t器\t系\t统/\t“红\t箭”\t-9;;;;;;;;;;;;;;;;;;;;
cn_hj_9_1;ZSL02B/\t“红\t箭”\t-9;;;;;;;;;;;;;;;;;;;;
cn_hj_9_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_cm_25_shop;CM25\t“陶”\t式\t导\t弹\t发\t射\t车;;;;;;;;;;;;;;;;;;;;
cn_cm_25_0;CM25\t“陶”\t式\t导\t弹\t发\t射\t车;;;;;;;;;;;;;;;;;;;;
cn_cm_25_1;CM25\t“陶”\t式\t导\t弹\t发\t射\t车;;;;;;;;;;;;;;;;;;;;
cn_cm_25_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_cm11_shop;CM11\t“勇\t虎”;;;;;;;;;;;;;;;;;;;;
cn_cm11_0;CM11\t“勇\t虎”\t式\t主\t力\t战\t车;;;;;;;;;;;;;;;;;;;;
cn_cm11_1;CM11\t“勇\t虎”;;;;;;;;;;;;;;;;;;;;
cn_cm11_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m_41d_shop;␗\tM41D;;;;;;;;;;;;;;;;;;;;
cn_m_41d_0;␗\t76 毫\t米\t火\t炮\t坦\t克 M41D;;;;;;;;;;;;;;;;;;;;
cn_m_41d_1;␗\tM41D;;;;;;;;;;;;;;;;;;;;
cn_m_41d_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m48a1_patton_III_shop;␗\tM48A1\t“巴\t顿”;;;;;;;;;;;;;;;;;;;;
cn_m48a1_patton_III_0;␗\t90 毫\t米\t火\t炮\t坦\t克 M48A1;;;;;;;;;;;;;;;;;;;;
cn_m48a1_patton_III_1;␗\tM48;;;;;;;;;;;;;;;;;;;;
cn_m48a1_patton_III_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_t_62_shop;␗\tT-62\t（“545”\t号）;;;;;;;;;;;;;;;;;;;;
cn_t_62_0;␗\tT-62 1964 型\t（“545”\t号）;;;;;;;;;;;;;;;;;;;;
cn_t_62_1;␗\tT-62;;;;;;;;;;;;;;;;;;;;
cn_t_62_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_t_34_85_d_5t_shop;␗\tT-34-85/ZiS-S-53;;;;;;;;;;;;;;;;;;;;
cn_t_34_85_d_5t_0;␗\tT-34-85/ZiS-S-53;;;;;;;;;;;;;;;;;;;;
cn_t_34_85_d_5t_1;␗\tT-34-85;;;;;;;;;;;;;;;;;;;;
cn_t_34_85_d_5t_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_58_shop;␗\tT-34-85 改;;;;;;;;;;;;;;;;;;;;
cn_type_58_0;␗\tT-34-85 改;;;;;;;;;;;;;;;;;;;;
cn_type_58_1;␗\tT-34-85;;;;;;;;;;;;;;;;;;;;
cn_type_58_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_pt_76_shop;␗\tPT-76;;;;;;;;;;;;;;;;;;;;
cn_pt_76_0;␗\tPT-76;;;;;;;;;;;;;;;;;;;;
cn_pt_76_1;␗\tPT-76;;;;;;;;;;;;;;;;;;;;
cn_pt_76_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_62_shop;ZTQ62;;;;;;;;;;;;;;;;;;;;
cn_type_62_0;ZTQ1962 式\t轻\t型\t坦\t克 (WZ131);;;;;;;;;;;;;;;;;;;;
cn_type_62_1;ZTQ62;;;;;;;;;;;;;;;;;;;;
cn_type_62_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_is_2_1944_shop;␗\tIS-2 1944 型;;;;;;;;;;;;;;;;;;;;
cn_is_2_1944_0;␗\tIS-2 1944 型;;;;;;;;;;;;;;;;;;;;
cn_is_2_1944_1;␗\tIS-2;;;;;;;;;;;;;;;;;;;;
cn_is_2_1944_2;重\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_is_2_1943_shop;␗\tIS-2 1943 型;;;;;;;;;;;;;;;;;;;;
cn_is_2_1943_0;␗\tIS-2 1943 型;;;;;;;;;;;;;;;;;;;;
cn_is_2_1943_1;␗\tIS-2;;;;;;;;;;;;;;;;;;;;
cn_is_2_1943_2;重\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_su_76m_1943_shop;␗\tSU-76M;;;;;;;;;;;;;;;;;;;;
cn_su_76m_1943_0;␗\tSU-76M;;;;;;;;;;;;;;;;;;;;
cn_su_76m_1943_1;␗\tSU-76M;;;;;;;;;;;;;;;;;;;;
cn_su_76m_1943_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_isu_122_shop;␗\tISU-122;;;;;;;;;;;;;;;;;;;;
cn_isu_122_0;␗\tISU-122;;;;;;;;;;;;;;;;;;;;
cn_isu_122_1;␗\tISU-122;;;;;;;;;;;;;;;;;;;;
cn_isu_122_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_isu_152_shop;␗\tISU-152;;;;;;;;;;;;;;;;;;;;
cn_isu_152_0;␗\tISU-152;;;;;;;;;;;;;;;;;;;;
cn_isu_152_1;␗\tISU-152;;;;;;;;;;;;;;;;;;;;
cn_isu_152_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_su_100_1945_shop;␗\tSU-100;;;;;;;;;;;;;;;;;;;;
cn_su_100_1945_0;␗\tSU-100;;;;;;;;;;;;;;;;;;;;
cn_su_100_1945_1;␗\tSU-100;;;;;;;;;;;;;;;;;;;;
cn_su_100_1945_2;自\t行\t火\t炮;;;;;;;;;;;;;;;;;;;;
cn_type_64_shop;六\t四\t式\t轻\t战\t车;;;;;;;;;;;;;;;;;;;;
cn_type_64_0;六\t四\t式\t轻\t战\t车;;;;;;;;;;;;;;;;;;;;
cn_type_64_1;六\t四\t式\t轻\t战\t车;;;;;;;;;;;;;;;;;;;;
cn_type_64_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_63_I_shop;ZTS63;;;;;;;;;;;;;;;;;;;;
cn_type_63_I_0;ZTS1963 式\t水\t陆\t坦\t克 (WZ211);;;;;;;;;;;;;;;;;;;;
cn_type_63_I_1;ZTS63;;;;;;;;;;;;;;;;;;;;
cn_type_63_I_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_zbd_04a_shop;ZBD04A;;;;;;;;;;;;;;;;;;;;
cn_zbd_04a_0;ZBD2004A 式\t履\t带\t式\t步\t兵\t战\t车 (WZ502G);;;;;;;;;;;;;;;;;;;;
cn_zbd_04a_1;ZBD04A;;;;;;;;;;;;;;;;;;;;
cn_zbd_04a_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztz_59a_shop;ZTZ59A;;;;;;;;;;;;;;;;;;;;
cn_ztz_59a_0;ZTZ1959A 式\t中\t型\t坦\t克 (WZ120A);;;;;;;;;;;;;;;;;;;;
cn_ztz_59a_1;ZTZ59A;;;;;;;;;;;;;;;;;;;;
cn_ztz_59a_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_object_122tm_shop;122 中\t型\t三\t机\t原\t型\t车;;;;;;;;;;;;;;;;;;;;
cn_object_122tm_0;122 中\t型\t坦\t克\t三\t机\t测\t试\t原\t型\t车;;;;;;;;;;;;;;;;;;;;
cn_object_122tm_1;122 中\t型\t三\t机\t原\t型\t车;;;;;;;;;;;;;;;;;;;;
cn_object_122tm_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_59_shop;ZTZ59;;;;;;;;;;;;;;;;;;;;
cn_type_59_0;ZTZ1959 式\t中\t型\t坦\t克 (WZ120);;;;;;;;;;;;;;;;;;;;
cn_type_59_1;ZTZ59;;;;;;;;;;;;;;;;;;;;
cn_type_59_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m42_duster_shop;␗\tM42\t“除\t尘\t者”;;;;;;;;;;;;;;;;;;;;
cn_m42_duster_0;␗\t双 40 毫\t米\t自\t行\t防\t空\t炮 M42\t“除\t尘\t者”;;;;;;;;;;;;;;;;;;;;
cn_m42_duster_1;␗\tM42\t“除\t尘\t者”;;;;;;;;;;;;;;;;;;;;
cn_m42_duster_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
cn_wma_301_shop;WMA301;;;;;;;;;;;;;;;;;;;;
cn_wma_301_0;WMA301 105 毫\t米\t轮\t式\t坦\t克\t歼\t击\t车;;;;;;;;;;;;;;;;;;;;
cn_wma_301_1;WMA301;;;;;;;;;;;;;;;;;;;;
cn_wma_301_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztl_11_shop;ZLT11;;;;;;;;;;;;;;;;;;;;
cn_ztl_11_0;ZLT2011 式\t轮\t式\t装\t甲\t突\t击\t车;;;;;;;;;;;;;;;;;;;;
cn_ztl_11_1;ZLT11;;;;;;;;;;;;;;;;;;;;
cn_ztl_11_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ptl_02_shop;PTL02;;;;;;;;;;;;;;;;;;;;
cn_ptl_02_0;PTL2002 式 100 毫\t米\t轮\t式\t突\t击\t炮;;;;;;;;;;;;;;;;;;;;
cn_ptl_02_1;PTL02;;;;;;;;;;;;;;;;;;;;
cn_ptl_02_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_hq_17_shop;“红\t旗”\t-17;;;;;;;;;;;;;;;;;;;;
cn_hq_17_0;“红\t旗”\t-17 地\t对\t空\t导\t弹\t系\t统;;;;;;;;;;;;;;;;;;;;
cn_hq_17_1;“红\t旗”\t-17;;;;;;;;;;;;;;;;;;;;
cn_hq_17_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
cn_tor_m1_shop;␗\t9K331\t“环\t面”\t-M1;;;;;;;;;;;;;;;;;;;;
cn_tor_m1_0;␗\t9K331\t“环\t面”\t-M1;;;;;;;;;;;;;;;;;;;;
cn_tor_m1_1;␗\t9K331\t“环\t面”\t-M1;;;;;;;;;;;;;;;;;;;;
cn_tor_m1_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
cn_pgz_04a_shop;PGZ04A;;;;;;;;;;;;;;;;;;;;
cn_pgz_04a_0;PGZ2004A 式 25 毫\t米\t弹\t炮\t结\t合\t防\t空\t武\t器\t系\t统;;;;;;;;;;;;;;;;;;;;
cn_pgz_04a_1;PGZ04A;;;;;;;;;;;;;;;;;;;;
cn_pgz_04a_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
cn_antelope_tc_1l_ads_shop;“捷\t羚”;;;;;;;;;;;;;;;;;;;;
cn_antelope_tc_1l_ads_0;车\t载\t剑\t-1 防\t空\t飞\t弹\t系\t统;;;;;;;;;;;;;;;;;;;;
cn_antelope_tc_1l_ads_1;“捷\t羚”;;;;;;;;;;;;;;;;;;;;
cn_antelope_tc_1l_ads_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
cn_pgz_09_shop;PGZ09;;;;;;;;;;;;;;;;;;;;
cn_pgz_09_0;PGZ2009 式 35 毫\t米\t自\t行\t高\t炮 (WA7001);;;;;;;;;;;;;;;;;;;;
cn_pgz_09_1;PGZ09;;;;;;;;;;;;;;;;;;;;
cn_pgz_09_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
cn_wz_305_shop;WZ305;;;;;;;;;;;;;;;;;;;;
cn_wz_305_0;PGZ1980 式\t双\t管 57 毫\t米\t履\t带\t式\t自\t行\t高\t射\t炮 (WZ305);;;;;;;;;;;;;;;;;;;;
cn_wz_305_1;WZ305;;;;;;;;;;;;;;;;;;;;
cn_wz_305_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
cn_wz_141_shop;WZ141-1;;;;;;;;;;;;;;;;;;;;
cn_wz_141_0;WZ141-1 超\t轻\t型\t反\t坦\t克\t战\t车;;;;;;;;;;;;;;;;;;;;
cn_wz_141_1;WZ141-1;;;;;;;;;;;;;;;;;;;;
cn_wz_141_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_zsl_92_shop;ZSL92;;;;;;;;;;;;;;;;;;;;
cn_zsl_92_0;ZSL1992 式\t轮\t式\t装\t甲\t输\t送\t车 (WZ551A);;;;;;;;;;;;;;;;;;;;
cn_zsl_92_1;ZSL92;;;;;;;;;;;;;;;;;;;;
cn_zsl_92_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_zsd63_pg87_shop;ZSD63/PG87 式\t双\t管\t高\t射\t炮;;;;;;;;;;;;;;;;;;;;
cn_zsd63_pg87_0;ZSD1963 式\t履\t带\t装\t甲\t输\t送\t车 (WZ531)/PG87 式\t双\t管\t高\t射\t炮;;;;;;;;;;;;;;;;;;;;
cn_zsd63_pg87_1;ZSD63/PG87 式\t高\t射\t炮;;;;;;;;;;;;;;;;;;;;
cn_zsd63_pg87_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
cn_type_69_2g_shop;T-69 II G;;;;;;;;;;;;;;;;;;;;
cn_type_69_2g_0;T-69 II G;;;;;;;;;;;;;;;;;;;;
cn_type_69_2g_1;T-69 II G;;;;;;;;;;;;;;;;;;;;
cn_type_69_2g_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_race_shop;ZTZ96A;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_race_0;ZTZ1996A 式\t主\t战\t坦\t克 (WZ122R);;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_race_1;ZTZ96A;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_race_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_shop;ZTZ96A;;;;;;;;;;;;;;;;;;;;
cn_ztz_99a_shop;ZTZ99A;;;;;;;;;;;;;;;;;;;;
cn_ztz_99a_0;ZTZ1999A 式\t主\t战\t坦\t克 (WZ1001);;;;;;;;;;;;;;;;;;;;
cn_ztz_99a_1;ZTZ99A;;;;;;;;;;;;;;;;;;;;
cn_ztz_99a_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztz_99_w_shop;ZTZ99\t（III 类）;;;;;;;;;;;;;;;;;;;;
cn_ztz_99_w_0;ZTZ1999 式\t主\t战\t坦\t克\t（III 类\t定\t型\t状\t态）\t(WZ123B);;;;;;;;;;;;;;;;;;;;
cn_ztz_99_w_1;ZTZ99\t（III 类）;;;;;;;;;;;;;;;;;;;;
cn_ztz_99_w_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztz_99_shop;ZTZ99\t（II 类）;;;;;;;;;;;;;;;;;;;;
cn_ztz_99_0;ZTZ1999 式\t主\t战\t坦\t克\t（II 类\t定\t型\t状\t态）\t（WZ123 定\t型\t状\t态）;;;;;;;;;;;;;;;;;;;;
cn_ztz_99_1;ZTZ99\t（II 类）;;;;;;;;;;;;;;;;;;;;
cn_ztz_99_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_vt_4b_shop;VT-4A1;;;;;;;;;;;;;;;;;;;;
cn_vt_4b_0;VT-4A1;;;;;;;;;;;;;;;;;;;;
cn_vt_4b_1;VT-4;;;;;;;;;;;;;;;;;;;;
cn_vt_4b_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_vt_4_shop;VT-4;;;;;;;;;;;;;;;;;;;;
cn_vt_4_0;VT-4;;;;;;;;;;;;;;;;;;;;
cn_vt_4_1;VT-4;;;;;;;;;;;;;;;;;;;;
cn_vt_4_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
jp_oplot_t_shop;▅\tBM\t”堡\t垒”\t-T;;;;;;;;;;;;;;;;;;;;
jp_oplot_t_0;▅\tBM\t”堡\t垒”\t-T;;;;;;;;;;;;;;;;;;;;
jp_oplot_t_1;▅\tBM\t”堡\t垒”\t-T;;;;;;;;;;;;;;;;;;;;
jp_oplot_t_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_vt_5_shop;VT-5;;;;;;;;;;;;;;;;;;;;
cn_vt_5_0;VT-5;;;;;;;;;;;;;;;;;;;;
cn_vt_5_1;VT-5;;;;;;;;;;;;;;;;;;;;
cn_vt_5_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_wz_1001_shop;WZ123A(Y) 试\t验\t车;;;;;;;;;;;;;;;;;;;;
cn_wz_1001_0;WZ123A(Y) 125 毫\t米\t多\t功\t能\t火\t炮\t试\t验\t车;;;;;;;;;;;;;;;;;;;;
cn_wz_1001_1;WZ123A(Y) 试\t验\t车;;;;;;;;;;;;;;;;;;;;
cn_wz_1001_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_zts_63_1980_shop;ZTS63 1979 型;;;;;;;;;;;;;;;;;;;;
cn_zts_63_1980_0;ZTS1963 式\t水\t陆\t坦\t克 1979 型 (WZ211);;;;;;;;;;;;;;;;;;;;
cn_zts_63_1980_1;ZTS63 1979 型;;;;;;;;;;;;;;;;;;;;
cn_zts_63_1980_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_sdkfz_222_early_shop;␗\tSd.Kfz. 222;;;;;;;;;;;;;;;;;;;;
cn_sdkfz_222_early_0;␗\t轻\t型\t装\t甲\t侦\t察\t车 A 型\t（1 批\t次）\t（222 号\t特\t种\t车\t辆）;;;;;;;;;;;;;;;;;;;;
cn_sdkfz_222_early_1;␗\tSd.Kfz. 222;;;;;;;;;;;;;;;;;;;;
cn_sdkfz_222_early_2;装\t甲\t车;;;;;;;;;;;;;;;;;;;;
cn_gmc_cckw_353_m45_quad_shop;␗\tCCKW 353 防\t空\t型\t/M45;;;;;;;;;;;;;;;;;;;;
cn_gmc_cckw_353_m45_quad_0;␗\tGMC CCKW 353/M45 四\t联\t装\t防\t空\t机\t枪\t座;;;;;;;;;;;;;;;;;;;;
cn_gmc_cckw_353_m45_quad_1;␗\tCCKW 353 防\t空\t型\t/M45;;;;;;;;;;;;;;;;;;;;
cn_gmc_cckw_353_m45_quad_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_0;ZTZ1996A 式\t主\t战\t坦\t克 (WZ122R);;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_1;ZTZ96A;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztz_96_shop;ZTZ96;;;;;;;;;;;;;;;;;;;;
cn_ztz_96_0;ZTZ1996 式\t主\t战\t坦\t克 (WZ122H);;;;;;;;;;;;;;;;;;;;
cn_ztz_96_1;ZTZ96;;;;;;;;;;;;;;;;;;;;
cn_ztz_96_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_m41_a3_walker_bulldog_shop;␗\tM41A3\t“华\t克\t猛\t犬”;;;;;;;;;;;;;;;;;;;;
cn_m41_a3_walker_bulldog_0;␗\t76 毫\t米\t火\t炮\t坦\t克 M41A3;;;;;;;;;;;;;;;;;;;;
cn_m41_a3_walker_bulldog_1;␗\tM41A3;;;;;;;;;;;;;;;;;;;;
cn_m41_a3_walker_bulldog_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_al_khalid_1_shop;␗\t“哈\t立\t德”\tI;;;;;;;;;;;;;;;;;;;;
cn_al_khalid_1_0;␗\t“哈\t立\t德”\tI;;;;;;;;;;;;;;;;;;;;
cn_al_khalid_1_1;␗\t“哈\t立\t德”\tI;;;;;;;;;;;;;;;;;;;;
cn_al_khalid_1_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_mbt2000_shop;MBT-2000;;;;;;;;;;;;;;;;;;;;
cn_mbt2000_0;MBT-2000;;;;;;;;;;;;;;;;;;;;
cn_mbt2000_1;MBT-2000;;;;;;;;;;;;;;;;;;;;
cn_mbt2000_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_prot_shop;ZTZ96A 原\t型\t车;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_prot_0;ZTZ1996A 式\t主\t战\t坦\t克\t（原\t型\t车）;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_prot_1;ZTZ96A 原\t型\t车;;;;;;;;;;;;;;;;;;;;
cn_ztz_96a_prot_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztz_88b_shop;ZTZ88B;;;;;;;;;;;;;;;;;;;;
cn_ztz_88b_0;ZTZ1988B 式\t主\t战\t坦\t克 (WZ122E);;;;;;;;;;;;;;;;;;;;
cn_ztz_88b_1;ZTZ88B;;;;;;;;;;;;;;;;;;;;
cn_ztz_88b_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
shop/group/cn_76_211_group;211 水\t陆\t坦\t克\t/PT-76;;;;;;;;;;;;;;;;;;;;
cn_object_211_shop;211 水\t陆\t坦\t克\t原\t型\t车;;;;;;;;;;;;;;;;;;;;
cn_object_211_0;211 水\t陆\t坦\t克\t原\t型\t车;;;;;;;;;;;;;;;;;;;;
cn_object_211_1;211 水\t陆\t坦\t克\t原\t型\t车;;;;;;;;;;;;;;;;;;;;
cn_object_211_2;轻\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_ztz_88a_shop;ZTZ88A;;;;;;;;;;;;;;;;;;;;
cn_ztz_88a_0;ZTZ1988A 式\t主\t战\t坦\t克 (WZ122G);;;;;;;;;;;;;;;;;;;;
cn_ztz_88a_1;ZTZ88A;;;;;;;;;;;;;;;;;;;;
cn_ztz_88a_2;主\t战\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_59d_shop;ZTZ59D1;;;;;;;;;;;;;;;;;;;;
cn_type_59d_0;ZTZ1959D1 式\t中\t型\t坦\t克 (WZ120C);;;;;;;;;;;;;;;;;;;;
cn_type_59d_1;ZTZ59D1;;;;;;;;;;;;;;;;;;;;
cn_type_59d_2;中\t型\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_65_aa_shop;␗\tT-34 防\t空\t型;;;;;;;;;;;;;;;;;;;;
cn_type_65_aa_0;␗\tT-34 防\t空\t坦\t克;;;;;;;;;;;;;;;;;;;;
cn_type_65_aa_1;␗\tT-34 防\t空\t型;;;;;;;;;;;;;;;;;;;;
cn_type_65_aa_2;自\t行\t防\t空\t炮;;;;;;;;;;;;;;;;;;;;
ussr_destroyer_7y_shop;灵\t敏;;;;;;;;;;;;;;;;;;;;
