<ID|readonly|noverify>;<Chinese>
weapons/toon_cannon_20/short;“辩\t论\t家”
weapons/toon_cannon_minigun;20 毫\t米\t“黄\t金\t龙”\t机\t炮
weapons/toon_cannon_minigun/short;“黄\t金\t龙”
weapons/toon_rocket;火\t箭\t板\t球
weapons/toon_rocket/short;火\t箭\t板\t球
weapons/toon_bomb;爆\t炸\t礼\t盒
weapons/toon_bomb/short;爆\t炸\t礼\t盒
weapons/dragonfly_atgm;“燧\t石”\t导\t弹
weapons/dragonfly_atgm/short;“燧\t石”
weapons/dragonfly_cannon;“光\t柱”\t机\t炮
weapons/dragonfly_cannon/short;“光\t柱”
weapons/dragonfly_99_cannon;AC-12\t”抓\t搔“
weapons/dragonfly_99_rocket/short;IR-20
weapons/dragonfly_99_rocket;IR-20\t“清\t新\t剂”
180mm_mphe;Maul-MP-HE
weapons/180mm_destroyer_h_user_cannon;180 毫\t米 Maul-Q7 坦\t克\t炮
weapons/acoustic_heavy_user_cannon;1,000 毫\t米\t“原\t音\t乐”\t-M7 声\t波\t炮
weapons/140mm_CT_T_user_cannon;140 毫\t米 ATW 坦\t克\t炮
weapons/40mm_Q_AD_user_cannon;40 毫\t米 McUW-3A 机\t关\t炮
40mm_mp_he;McUW-MP-HE
mlrs_tank_rocket;“短\t棍”\t-33A
weapons/mlrs_tank_rocket_launcher;203 毫\t米\t“短\t棍”\t-33A 火\t箭\t炮
weapons/mlrs_tank_rocket_launcher/short;“短\t棍”\t-33A
combat_track_missile;“红\t枪”
weapons/combat_track_missile_launcher;“红\t枪”\t反\t坦\t克\t导\t弹
weapons/combat_track_missile_launcher/short;“红\t枪”
weapons/combat_track/short;“红\t枪”
380mm_sprgr_l_4_6_kz_ha;SprGr. L/4.6 Zt.Z
380mm_45_sprgr_l_4_1_bdz;SprGr. L/4.1 Bd.Z.
380mm_45_psgr_l_3_5_ap;PsGr. L/3.5
weapons/de_600_mm_h8_torpedo;600 毫\t米 H 8 鱼\t雷
weapons/de_600_mm_h8_torpedo/short;H 8
weapons/it_324mm_a224_torpedo;324 毫\t米 A244 鱼\t雷
weapons/it_324mm_a224_torpedo/short;A244
weapons/380mm_45_skl_45_naval_user_cannon;380 毫\t米 SK L/45 舰\t炮
weapons/305mm_54_b_50_naval_user_cannon;305 毫\t米\t/54 B-50 1940 型\t舰\t炮
305mm_b_50_ap;穿\t甲\t弹
305mm_ds_15_he;1928 型\t榴\t弹
weapons/37mm_67_70k_quad_naval_user_cannon;37 毫\t米\t/67 46-K 防\t空\t炮
weapons/100mm_56_b34_aa_1940_naval_user_cannon;100 毫\t米\t/56 B-34 1940 型\t高\t平\t两\t用\t炮
weapons/100mm_56_b34_aa_1940_naval_user_cannon/short;B-34
weapons/381mm_42_bl_mk1_naval_user_cannon;381 毫\t米 15 英\t寸 BL Mk I 舰\t炮
381mm_4crh_cpc;4crh CPC
381mm_mark_12a_4crh_apc;4crh APC Mk XIIa
381mm_mark_1a_4crh_apc;4crh APC Mk Ia
381mm_mark_17b_6crh_apc;6crh APC Mk XVIIb
381mm_mark_22b_6crh_apc;6crh APC Mk XXIIb
weapons/406mm_45_bl_mk1_r1_naval_user_cannon;406 毫\t米 16 英\t寸 BL Mk I 舰\t炮
weapons/406mm_45_bl_mk1_r2_naval_user_cannon;406 毫\t米 16 英\t寸 BL Mk I 舰\t炮
406mm_uk_he;HE Mk Ib
406mm_mark_1a_apcbc;APC Mk Ib
weapons/178mm_up_mk1_naval_rocket_launcher;178 毫\t米 7 英\t寸\t非\t旋\t转\t抛\t射\t物\t发\t射\t器 Mk I
weapons/178mm_up_mk1_naval_rocket_launcher/short;178 毫\t米 7 英\t寸 UP Mk I 火\t箭\t炮
up_mk1;UP Mk I 火\t箭
weapons/rocket_rim_24_a_naval_rocket_launcher;RIM-24A\t“鞑\t靼\t人”\t地\t对\t空\t导\t弹
weapons/rocket_rim_24_a_naval_rocket_launcher/short;RIM-24A\t“鞑\t靼\t人”
rim_24;RIM-24A\t“鞑\t靼\t人”
weapons/rocket_mk11_naval_rocket_launcher;Mark 11 导\t弹\t发\t射\t系\t统
weapons/rocket_mk11_naval_rocket_launcher/short;Mark 11 GMLS
weapons/52mm_55_skl55_naval_user_cannon;52 毫\t米 SK L/55 舰\t炮
52mm_sprgr_he;SprGr.
weapons/bomb_ussr_rku36u;RKU-36U 反\t潜\t火\t箭\t深\t弹
weapons/bomb_ussr_rku36u/short;RKU-36U
302mm_rku36;RBK
weapons/ussr_533mm_53_57_torpedo;533 毫\t米 53-57 鱼\t雷
weapons/ussr_533mm_53_57_torpedo/short;53-57
weapons/jp_533mm_type72_mod1_torpedo;533 毫\t米 72 式\t一\t号\t鱼\t雷
weapons/jp_533mm_type72_mod1_torpedo/short;72 式\t一\t型
weapons/305mm_50_12inch_mk8_naval_user_cannon;305 毫\t米 12 英\t寸\t/50 Mark 8 舰\t炮
305mm_mk17_he;Mark 17 高\t爆\t弹
weapons/305mm_46_vickers_mod_1909_naval_user_cannon;305 毫\t米 12 英\t寸\t/46 维\t克\t斯 1909 型\t舰\t炮
weapons/152mm_45_schneider_mod1911_naval_user_cannon;152 毫\t米 6 英\t寸\t/45 施\t耐\t德 1911 型\t舰\t炮
152mm_45_schneider_he;爆\t破\t榴\t弹
152mm_45_schneider_aphe;穿\t甲\t榴\t弹
152mm_45_schneider_mod1916_aphe;1916 型\t穿\t甲\t榴\t弹
weapons/76mm_45_schneider_mod1911_naval_user_cannon;76 毫\t米 3 英\t寸\t/45 施\t耐\t德 1911 型\t舰\t炮
weapons/76mm_50_vickers_mod1909_naval_user_cannon;76 毫\t米 3 英\t寸\t/50 维\t克\t斯 1909 型\t舰\t炮
76mm_it_schneider_navy_he;爆\t破\t榴\t弹
weapons/25mm_87_mark_38_naval_user_cannon;25 毫\t米 Mark 38 机\t枪\t系\t统
weapons/it_whitehead_a110_450_torpedo;450 毫\t米 A 110/450 白\t头\t鱼\t雷
weapons/it_whitehead_a110_450_torpedo/short;A 110/450
weapons/40mm_l70_bofors_model48_naval_user_cannon;40 毫\t米\t博\t福\t斯 m/48 防\t空\t炮
weapons/152mm_40_armstrong_mod_1899_1916_naval_user_cannon;152 毫\t米 6 英\t寸\t/40 阿\t姆\t斯\t特\t朗 1899/1916 型\t舰\t炮
152mm_40_granata_mina_he;爆\t破\t榴\t弹
152mm_40_palla_apc;通\t常\t弹
152mm_40_perforante_saphe;半\t穿\t甲\t弹
weapons/ussr_533mm_set53m_torpedo;533 毫\t米 SET-53M 鱼\t雷
weapons/ussr_533mm_set53m_torpedo/short;533 毫\t米 SET-53M
weapons/7_62mm_m73_naval_user_machinegun;7.62 毫\t米 M73 机\t枪
weapons/203mm_55_8inch_mk16_naval_user_cannon;203 毫\t米 8 英\t寸\t/55 Mark 16 舰\t炮
152mm_55_palla_aphebc;穿\t甲\t弹
weapons/152mm_55_mod_45_1934_naval_user_cannon;152 毫\t米\t/55 安\t萨\t尔\t多 1934 型\t舰\t炮
weapons/128mm_45_skc_41_naval_user_cannon;128 毫\t米 SK C/41 舰\t炮
weapons/128mm_45_skc_41_naval_user_cannon/short;SK C/41
128mm_sprgr_l45_kpfz;SprGr. L/4,5 Kz (m.Hb)
128mm_sprgr_l45_bdz;SprGr. L/4,5 Bd.Z (m.Hb)
128mm_sprgr_l45_ztz;SprGr. L/4,5 Zt.Z (m.Hb)
weapons/23mm_2a14_naval_user_cannon;23 毫\t米 ZU-23 机\t关\t炮
weapons/de_533_53_65_torpedo;533 毫\t米 53-65 鱼\t雷
weapons/de_533_53_65_torpedo/short;53-65
weapons/fr_400_mle_1926da_torpedo;400 毫\t米 1926DA 型\t鱼\t雷
weapons/fr_400_mle_1926da_torpedo/short;1926DA
weapons/fr_400mm_mle1926v_torpedo;400 毫\t米 1926V 型\t鱼\t雷
weapons/fr_400mm_mle1926v_torpedo/short;26V
weapons/fr_450mm_1909_torpedo;450 毫\t米 1909R 型\t鱼\t雷
weapons/fr_450mm_1909_torpedo/short;1909R
weapons/germ_mine_udm_e;UDM-E 通\t用\t型\t地\t雷
weapons/germ_mine_udm_e/short;UDM-E
weapons/40mm_67_skoda_naval_user_cannon;40 毫\t米\t斯\t柯\t达\t防\t空\t炮
weapons/40mm_67_skoda_naval_user_cannon/short;斯\t柯\t达\t防\t空\t炮
40mm_skoda_he;榴\t弹
weapons/88mm_45_skc_30_naval_user_cannon;88 毫\t米 SK C/30 防\t空\t炮\t（MPL C/30 炮\t座）
weapons/88mm_45_skc_30_naval_user_cannon/short;SK C/30
weapons/120mm_50_mk4_bofors_1924_naval_user_cannon;120 毫\t米\t/50 博\t福\t斯 m/24 舰\t炮
weapons/120mm_50_mk4_bofors_1924_naval_user_cannon/short;博\t福\t斯 m/24
120mm_bofors_m1924_he;榴\t弹
23mm_2a14_naval_hei/name;23 毫\t米\t机\t炮 HEI-T 弹\t链\t配\t置
weapons/rocket_bm21_launcher;122 毫\t米 A-215\t“冰\t雹”\t-M 火\t箭\t炮
weapons/rocket_bm21_launcher/short;A-215
122mm_9m22;M-21OF
weapons/138mm_40_model_1927_naval_user_cannon;138.6 毫\t米\t/40 1927 型\t舰\t炮
weapons/138mm_40_model_1927_naval_user_cannon/short;138.6 毫\t米\t/40 1927 型
weapons/37mm_50_model1925_naval_user_cannon;37 毫\t米\t/50 1925 型\t防\t空\t炮
weapons/37mm_50_model1925_naval_user_cannon/short;37 毫\t米\t/50 1925 型
weapons/37mm_50_model1933_naval_user_cannon;37 毫\t米\t/50 CAIL 1933 型\t防\t空\t炮
weapons/37mm_50_model1933_naval_user_cannon/short;37 毫\t米\t/50 1933 型
weapons/37mm_70_model1935_naval_user_cannon;37 毫\t米\t/70 1935 型\t防\t空\t炮
weapons/37mm_70_model1935_naval_user_cannon/short;37 毫\t米\t/70 1935 型
weapons/13_2mm_76_model1929_naval_user_machinegun;13.2 毫\t米\t霍\t奇\t基\t斯 1929 型\t机\t枪
weapons/13_2mm_76_model1929_naval_user_machinegun/short;13.2 毫\t米 1929 型
weapons/fr_550mm_mod1923dt_torpedo;550 毫\t米 1923DT 型\t鱼\t雷
weapons/fr_550mm_mod1923dt_torpedo/short;23DT
weapons/fr_550mm_mod1919v_torpedo;550 毫\t米 1919V 型\t鱼\t雷
weapons/fr_550mm_mod1919v_torpedo/short;19V
weapons/fr_550mm_l3_torpedo;550 毫\t米 L3 型\t鱼\t雷
weapons/fr_550mm_l3_torpedo/short;L3
37mm_oea1925_he;OEA Mle 1925
37mm_oea1935_he;OEA Mle 1935
138mm_oea1928_he;OEA Mle 1928
138mm_opfa1924_sap;OPFA Mle 1924
weapons/155mm_50_model_20_naval_user_cannon;155 毫\t米\t/50 1920 型\t舰\t炮
weapons/155mm_50_model_20_naval_user_cannon/short;155 毫\t米\t/50 1920 型
155mm_m1924_he;OEA Mle 1924
155mm_m1924_he_bdz;OEA Mle 1924\t（弹\t底\t引\t信）
155mm_m1924_sap;OPFA Mle 1924
weapons/75mm_50_model_1922_aa_naval_user_cannon;75 毫\t米\t/50 1922 型\t防\t空\t炮
weapons/75mm_50_model_1922_aa_naval_user_cannon/short;75 毫\t米\t/50 1922 型
weapons/75mm_50_model_1927_aa_naval_user_cannon;75 毫\t米\t/50 1927 型\t防\t空\t炮
weapons/75mm_50_model_1927_aa_naval_user_cannon/short;75 毫\t米\t/50 1927 型
75mm_oea_mle1925_tf;OEA Mle 1925\t（时\t间\t引\t信）
75mm_oea_mle1925;OEA Mle 1925
weapons/320mm_40_mod_1936_naval_user_cannon;320 毫\t米\t/44 安\t萨\t尔\t多 1936 型\t舰\t炮
weapons/320mm_40_mod_1936_naval_user_cannon/short;320 毫\t米\t/44 安\t萨\t尔\t多 1936 型
320mm_40_perforante_sap;穿\t甲\t榴\t弹
320mm_40_palla_apcbc;穿\t甲\t弹
weapons/90mm_50_ansaldo_mod_1939_naval_user_cannon;90 毫\t米\t/50 安\t萨\t尔\t多 1939 型\t防\t空\t炮
weapons/90mm_50_ansaldo_mod_1939_naval_user_cannon/short;90 毫\t米\t/50 安\t萨\t尔\t多 1939 型
90mm_50_granata_dirompente_contro_aerea_he_df;防\t空\t爆\t破\t榴\t弹
weapons/130mm_40_model_1919_naval_user_cannon;130 毫\t米\t/40 1919 型\t舰\t炮
weapons/130mm_40_model_1919_naval_user_cannon/short;130 毫\t米\t/40 1919 型
130mm_oea1932_he;OEA Mle 1932
130mm_opfa1923_sap;OPFA Mle 1923
weapons/rocket_5v24_v600p_naval_rocket_launcher;379 毫\t米 4K91\t“波\t浪”\t-M 防\t空\t导\t弹
weapons/rocket_5v24_v600p_naval_rocket_launcher/short;“波\t浪”\t-M
5v24;5V24
weapons/rocket_9m33_naval_rocket_launcher;210 毫\t米 4K33\t“黄\t蜂”\t-M 防\t空\t导\t弹
weapons/rocket_9m33_naval_rocket_launcher/short;“黄\t蜂”\t-M
209mm_9m33;9M33
25mm_hedp;HEDP
30mm_HE_DP;HEDP
21mm_3d27;3D27 烟\t雾\t弹
112mm_apilas;APILAS
125mm_rpg_28;RPG-28
152mm_9m133m6;9M133M6\t“短\t号”\t-M
125mm_9M115m;9M115M\t“混\t血\t儿”\t-M
weapons/125mm_9M115m/short;9M115M\t“混\t血\t儿”\t-M
152mm_tow_2n;“陶”\t-2N 式
70mm_fim_92x;FIM-92X\t“毒\t刺”
su_9M336M;9M336M1\t“柳\t树”\t-M
110mm_spike_sr;“长\t钉”\t-SR4
weapons/110mm_spike_sr/short;“长\t钉”\t-SR4
110mm_spike_srme;“长\t钉”\t-SR4ME
43mm_VK_94;VK-94
100mm_atomic_hedgie_missile;动\t力\t核\t心
weapons/100mm_atomic_hedgie_rocket_launcher;动\t力\t核\t心
weapons/100mm_atomic_hedgie_rocket_launcher/short;动\t力\t核\t心
weapons/100mm_atomic_hedgie_rocket_launcher/short;动\t力\t核\t心
weapons/21mm_exo_smoke_launcher;21 毫\t米 3D27 烟\t雾\t弹\t发\t射\t器
weapons/21mm_exo_smoke_launcher/short;烟\t雾\t弹
weapons/112mm_exo_APILAS_rocket_launcher;APILAS\t（穿\t甲\t步\t兵\t轻\t型\t武\t器\t系\t统）\t发\t射\t器
weapons/125mm_exo_RPG_28_rocket_launcher;RPG-28 火\t箭\t推\t进\t榴\t弹\t发\t射\t器
weapons/30mm_exo_2A72_sniper_user_cannon;30 毫\t米 2A72S 半\t自\t动\t狙\t击\t炮
weapons/30mm_exo_XM914_sniper_user_cannon;30 毫米 XM914A 半\t自\t动\t狙\t击\t炮
weapons/152mm_exo_BGM_71_tow_launcher_user_cannon;BGM-71\t“陶”\t式\t反\t坦\t克\t导\t弹
weapons/152mm_exo_9M133_launcher_user_cannon;9M133\t“短\t号”\t反\t坦\t克\t导\t弹
weapons/43mm_exo_GM_93_user_cannon;43 毫\t米 GM-93P 榴\t弹\t发\t射\t器
weapons/12_7mm_exo_6P51_user_machinegun;12.7 毫\t米 6P51 机\t枪
weapons/12_7mm_exo_M2_HB_user_machinegun;12.7 毫\t米 M2HB 机\t枪
weapons/8_6mm_exo_MG338_user_machinegun;8.6 毫\t米 MG338 机\t枪
weapons/70mm_exo_FIM_92X_rocket_launcher;FIM-92X\t“毒\t刺”\t防\t空\t导\t弹
weapons/72mm_exo_9M336M_rocket_launcher;9M336\t“柳\t树”
weapons/110mm_exo_spike_sr_rocket_launcher;“长\t钉”\t反\t坦\t克\t导\t弹
weapons/130mm_exo_9M115M_rocket_launcher;9M115M\t“混\t血\t儿”\t-M 反\t坦\t克\t导\t弹
weapons/90mm_50_mle_1926_naval_user_cannon;90 毫\t米\t/50 1926 型\t舰\t炮
weapons/90mm_50_mle_1926_naval_user_cannon/short;90 毫\t米\t/50 1926 型
90mm_oea_mle1925;OEA Mle 1925
90mm_oea_mle1925_tf;OEA Mle 1925\t（时\t间\t引\t信）
203mm_opf_mle1936_apcbc;OPF Mle 1936
weapons/203mm_50_mle_1924_naval_user_cannon;203 毫\t米\t/\t50 1924 型\t舰\t炮
weapons/203mm_50_mle_1924_naval_user_cannon/short;203 毫\t米\t/\t50 1924 型
203mm_oea_mle1927_he;OEA Mle 1927
203mm_50_opf_mle1927_sapbc;OPF Mle 1927
weapons/138mm_50_model_1929_naval_user_cannon;138.6 毫\t米\t/\t50 1929 型\t舰\t炮
weapons/138mm_50_model_1929_naval_user_cannon/short;138.6 毫\t米\t/\t50 1929 型
weapons/depth_charge_fr_guiraud_100;吉\t罗 100 千\t克\t深\t水\t炸\t弹
weapons/depth_charge_fr_guiraud_100/short;吉\t罗 100 千\t克
weapons/138mm_55_model_1910_naval_user_cannon;138.6 毫\t米\t/\t55 1910 型\t舰\t炮
weapons/138mm_55_model_1910_naval_user_cannon/short;138.6 毫\t米\t/\t55 1910 型
weapons/305mm_45_model_1906_10_naval_user_cannon;305 毫\t米\t/\t45 1906-1910 型\t舰\t炮
weapons/305mm_45_model_1906_10_naval_user_cannon/short;305 毫\t米\t/\t45 1906-1910 型
weapons/75mm_50_model_1922_naval_user_cannon;75 毫\t米\t/50 1922 型\t防\t空\t炮
weapons/75mm_50_model_1922_naval_user_cannon/short;75 毫\t米\t/50 1922 型
138mm_oea1919_he;OEA Mle 1919
138mm_opfa1910_sap;OPF Mle 1910
138mm_opfa1921_sap;OPF Mle 1921
305mm_oea_mle1927_he;OEA Mle 1927
305mm_opf_mle1910_apc;OPF Mle 1910
weapons/330mm_52_model_1931_naval_user_cannon;330 毫\t米\t/\t52 1931 型\t舰\t炮
weapons/330mm_52_model_1931_naval_user_cannon/short;330 毫\t米\t/\t52 1931 型
330mm_oea_mle1935_he;OEA Mle 1935
330mm_opf_mle1935_sapcbc;OPF Mle 1935
weapons/380mm_45_mle_1935_naval_user_cannon;380 毫\t米\t/\t45 1935 型\t舰\t炮
weapons/380mm_45_mle_1935_naval_user_cannon/short;380 毫\t米\t/\t45 1935 型
380mm_oea_mle1949_he;OEA Mle 1949
380mm_opf_mle1936_apcbc;OPF Mle 1936
380mm_opf_mle1943_apcbc;OPF Mle 1943
weapons/130mm_45_model_1932_naval_user_cannon;130 毫\t米\t/\t45 1932 型\t舰\t炮
weapons/130mm_45_model_1932_naval_user_cannon/short;130 毫\t米\t/\t45 1932 型
130mm_oea1934_he;OEA Mle 1934
130mm_oea1934_he_tf;OEA Mle 1934\t（时\t间\t引\t信）
130mm_opf1933_sap;OPF Mle 1933
weapons/340mm_45_model_1912_naval_user_cannon;340 毫\t米\t/\t45 1912 型\t舰\t炮
weapons/340mm_45_model_1912_naval_user_cannon/short;340 毫\t米\t/\t45 1912 型
340mm_oea_mle1926_he;OEA Mle 1926
340mm_opf_mle1921_apcbc;OPF Mle 1921
340mm_opf_mle1912_apc;OPF Mle 1912
weapons/13_2mm_browning_naval_user_machinegun;13.2 毫\t米 FN-\t勃\t朗\t宁 M.39 机\t枪
weapons/152mm_55_model_1930_naval_user_cannon;152 毫\t米\t/55 1930 型\t舰\t炮
weapons/152mm_55_model_1930_naval_user_cannon/short;152 毫\t米\t/55 1930 型
weapons/152mm_55_model_1930mod_naval_user_cannon;152 毫\t米\t/55 1930 型\t舰\t炮
weapons/152mm_55_model_1930mod_naval_user_cannon/short;152 毫\t米\t/55 1930 型
152mm_m1937_he;OEA Mle 1937
152mm_m1936_he_df;OEA Mle 1937\t（时\t间\t引\t信）
152mm_m1937_sap;OPF Mle 1937
152mm_fr_us_ap_mk35;OPF Mle 1943
weapons/100mm_45_mle_1930_naval_user_cannon;100 毫\t米\t/45 1930 型\t高\t平\t两\t用\t炮
weapons/100mm_45_mle_1930_naval_user_cannon/short;100 毫\t米\t/45 1930 型
100mm_oea1928_he_df;OEA Mle 1928\t（时\t间\t引\t信）
weapons/75mm_35_model_1925_naval_user_cannon;75 毫\t米\t/35 1925 型\t防\t空\t炮
weapons/75mm_35_model_1925_naval_user_cannon/short;75 毫\t米\t/35 1925 型
weapons/75mm_35_model_1897_naval_user_cannon;75 毫\t米\t/35 1897 型\t防\t空\t炮
weapons/75mm_35_model_1897_naval_user_cannon/short;75 毫\t米\t/35 1897 型
75mm_oea_mle1917;OEA Mle 1917
75mm_oea_mle1917_tf;OEA Mle 1917\t（时\t间\t引\t信）
75mm_opf_mle1917;OPF Mle 1917
weapons/fr_mine_b4m;B4M 触\t发\t引\t信\t系\t留\t水\t雷
weapons/fr_mine_b4m/short;B4M
weapons/bomb_it_bas;305 毫\t米 BAS 反\t潜\t迫\t击\t炮
weapons/bomb_it_bas/short;BAS
weapons/bomb_it_mk4;305 毫\t米 Mark 4 反\t潜\t迫\t击\t炮
weapons/bomb_it_mk4/short;Mark 4
weapons/200mm_45_type_41_naval_user_cannon;203 毫\t米\t四\t十\t五\t口\t径\t四\t一\t年\t式\t（安\t式）\t八\t吋\t炮
200mm_type3_common;三\t式\t通\t常\t弹
200mm_type3_apc;三\t式\t彻\t甲\t弹
20mm_36M_pancelgranat;36M 穿\t甲\t榴\t弹
weapons/20mm_Solothurn_QF_36M_user_cannon;20 毫\t米\t索\t洛\t图\t恩 36M 反\t坦\t克\t枪
weapons/ato_200_flamethrower;ATO-200 火\t焰\t喷\t射\t器
weapons/100mm_D10T2S_TO_55_user_cannon;100 毫\t米 D-10T2S 坦\t克\t炮
weapons/122mm_2A31_user_cannon;122 毫\t米 2A31 榴\t弹\t炮
122mm_3of24;3OF24
122mm_3of56;3OF56
122mm_3of7_vt;3OF7
162mm_losat;MGM-166A
weapons/162mm_losat/short;MGM-166A
weapons/162mm_MGM166_launcher_user_cannon;MGM-166 瞄\t准\t线\t制\t导\t反\t坦\t克\t导\t弹
weapons/155mm_CN98_user_cannon;155 毫\t米 CN98 榴\t弹\t炮
weapons/155mm_PL05_user_cannon;155 毫\t米 PL05 式\t加\t农\t榴\t弹\t炮
weapons/155mm_l52_user_cannon;155 毫\t米 Rh155 L/52 榴\t弹\t炮
155mm_plz_05_he;DDB03 式\t杀\t伤\t爆\t破\t弹
155mm_plz_05_he_vt;BES7 式\t近\t炸\t杀\t伤\t爆\t破\t弹
155mm_bea_1;BEA1 式\t攻\t坚\t弹
weapons/40mm_41M_user_cannon;40 毫\t米 MAVAG 41M 坦\t克\t炮
weapons/105mm_Mavag_40_43M_user_cannon;105 毫\t米 MAVAG 40/43M 榴\t弹\t炮
105mm_38_33m;38/33M
105mm_42m;42M
155mm_oe_f3;OE F3
weapons/320mm_40_oto_mod_1934_naval_user_cannon;320 毫\t米\t/44 奥\t托 1934 型\t舰\t炮
weapons/320mm_40_oto_mod_1934_naval_user_cannon/short;320 毫\t米\t/44 奥\t托 1934 型
weapons/320mm_40_ansaldo_mod_1934_naval_user_cannon;320 毫\t米\t/44 安\t萨\t尔\t多 1934 型\t舰\t炮
weapons/320mm_40_ansaldo_mod_1934_naval_user_cannon/short;320 毫\t米\t/44 安\t萨\t尔\t多 1934 型
weapons/410mm_45_type_3_naval_user_cannon;410 毫\t米\t四\t十\t五\t口\t径\t三\t年\t式\t四\t十\t厘\t炮
weapons/410mm_45_type_3_naval_user_cannon/short;四\t十\t五\t口\t径\t三\t年\t式\t四\t十\t厘\t炮
410mm_ordinary_type0_sap;零\t式\t通\t常\t弹
410mm_no5_apc;五\t式\t彻\t甲\t弹
410mm_no3_apc;三\t式\t彻\t甲\t弹
weapons/460mm_45_type_94_naval_user_cannon;460 毫\t米\t四\t十\t五\t口\t径\t九\t四\t式\t四\t十\t厘\t炮
weapons/460mm_45_type_94_naval_user_cannon/short;四\t十\t五\t口\t径\t九\t四\t式\t四\t十\t厘\t炮
460mm_type0_common_he;零\t式\t通\t常\t弹
460mm_type91_apc;九\t一\t式\t彻\t甲\t弹
weapons/406mm_45_mk5_naval_user_cannon;406 毫\t米 16 英\t寸\t/45 Mark 5 舰\t炮
weapons/406mm_45_mk5_naval_user_cannon/short;406 毫\t米 Mark 5 舰\t炮
406mm_mk13_hc;Mark 13 高\t爆\t弹
406mm_mk3_apcbc;Mark 3 穿\t甲\t弹
406mm_mk5_apcbc;Mark 5 穿\t甲\t弹
120mm_bofors_m39_sap;m/39 半\t穿\t甲\t弹
weapons/de_533mm_g7a_sub_torpedo;533 毫\t米 G 7a 鱼\t雷 T1 型
weapons/de_533mm_g7a_sub_torpedo/short;G 7a T1 型
weapons/de_533mm_g7a_mod_sub_torpedo;533 毫\t米 G 7a 鱼\t雷 T2 型
weapons/de_533mm_g7a_mod_sub_torpedo/short;G 7a T2 型
weapons/us_depth_charge_mk_6_mortar;Mark 6 深\t水\t炸\t弹\t抛\t射\t器
weapons/us_depth_charge_mk_6_mortar/short;Mark 6
weapons/us_depth_charge_mk_6;Mark 6 深\t水\t炸\t弹
weapons/us_depth_charge_mk_6/short;Mark 6
weapons/uk_depth_charge_hedgehog_mortar;“刺\t猬”\t反\t潜\t超\t口\t径\t迫\t击\t炮
weapons/uk_depth_charge_hedgehog_mortar/short;“刺\t猬”
weapons/germ_mine_tma_1;TMA-I 管\t射\t磁\t性\t引\t信\t系\t留\t水\t雷
weapons/germ_mine_tma_1/short;TMA-I
weapons/87_6mm_31_ordnance_qf_naval_user_cannon;87.6 毫\t米 25 磅 Mk II 榴\t弹\t炮
87_6mm_mk1d_he;HE Mk ID
87_6mm_ap_shot;APC Mk It
weapons/76mm_50_canet_mod1891_naval_user_cannon;75 毫\t米/50 卡\t内 Mle 1891 舰\t炮
75mm_oea_mle1907;OE Mle 1907
weapons/152mm_m81_naval_user_cannon;152 毫\t米 M81 坦\t克\t炮\t/\t导\t弹\t发\t射\t器
weapons/57mm_60_mle1951_naval_user_cannon;57 毫\t米\t/60 1951 型\t防\t空\t炮\t（ACAD 1948 型\t炮\t座）
57mm_model1951;OE Mle 1950
weapons/8mm_breda_mod37_naval_user_machinegun;8 毫\t米\t布\t雷\t达 1937 型\t机\t枪
weapons/138mm_50_model_1934_naval_user_cannon;138.6 毫米\t/50 1934 R1938 型\t舰\t炮
weapons/138mm_50_model_1934_naval_user_cannon/short;138.6 毫米\t/50 1934 R1938 型
138mm_oea1932_he;OEA Mle 1932
weapons/100mm_45_m1917_naval_user_cannon;100 毫米\t/45 1917 型\t舰\t炮
weapons/100mm_45_m1917_naval_user_cannon/short;100 毫米\t/45 1917 型
100mm_45_common;OPFA Mle 1902
100mm_45_ap;OPF Mle 1913
weapons/65mm_50_m1902_naval_user_cannon;65 毫米\t/50 1902 型\t舰\t炮
weapons/65mm_50_m1902_naval_user_cannon/short;65 毫米\t/50 1902 型
65mm_50_fr_common;OPFA Mle 1892
65mm_50_fr_ap;OPF Mle 1902
weapons/406mm_50_b37_naval_user_cannon;406 毫\t米\t/50 B-37 1937 型\t舰\t炮
406mm_obr1915_28_sapcbc;1928 型\t半\t穿\t甲\t弹
406mm_obr1915_28_apcbc;1928 型\t被\t帽\t穿\t甲\t弹
weapons/406mm_50_mk7_naval_user_cannon;406 毫\t米 16 英\t寸\t/50 Mark 7 舰\t炮
406mm_mk8_mod6_apcbc;Mark 8 Mod 6 穿\t甲\t弹
weapons/rocket_ss11_naval_rocket_launcher;SS.11M 反\t坦\t克\t导\t弹
weapons/rocket_ss11_naval_rocket_launcher/short;SS.11M 反\t坦\t克\t导\t弹
weapons/rocket_9k32m_strela2m_naval_rocket_launcher;9K32M\t“箭”\t-2M 对\t空\t导\t弹
weapons/rocket_9k34_strela3_naval_rocket_launcher;9K34\t“箭”\t-3 对\t空\t导\t弹
72mm_strela2m;9M32M
72mm_strela3;9M36
weapons/72mm_9s846_4_rocket_launcher;9M39\t“针”\t地\t对\t空\t导\t弹
72mm_9m39;9M39
72mm_9m342;9M342
weapons/125mm_2A46_M1_T_80UD_user_cannon;125 毫\t米 2A46M-1 坦\t克\t炮
weapons/20mm_Oerlikon_204gk_user_cannon;20 毫\t米\t厄\t利\t孔 204 GK 机\t关\t炮
